FECHA HECHO,CANTIDAD,GENERO,Weapon Used,Total domestic violence
2016-12-16,1,M,Using weapons and substances with a certain degree of harm,13.0
2017-01-03,3,F,No Weapon or Substance Used,1.0
2017-01-10,1,F,Unknown,2.0
2017-01-15,1,F,No Weapon or Substance Used,32.0
2017-01-24,2,F,Using weapons and substances with a certain degree of harm,9.0
2017-02-03,1,M,Using weapons and substances with a certain degree of harm,16.0
2017-02-10,8,F,Using weapons and substances with a certain degree of harm,2.0
2017-02-23,4,F,No Weapon or Substance Used,2.0
2017-03-11,1,M,Using weapons and substances with a certain degree of harm,18.0
2017-03-24,2,F,Using weapons and substances with a certain degree of harm,4.0
2017-03-27,1,M,Using weapons and substances with a certain degree of harm,13.0
2017-03-30,11,F,Using weapons and substances with a certain degree of harm,1.0
2017-04-17,1,F,No Weapon or Substance Used,42.0
2017-04-19,10,F,No Weapon or Substance Used,1.0
2017-04-21,2,F,Using weapons and substances with a certain degree of harm,7.0
2017-04-23,10,F,Using weapons and substances with a certain degree of harm,1.0
2017-05-23,14,M,No Weapon or Substance Used,1.0
2017-05-28,5,F,Using weapons and substances with a certain degree of harm,1.0
2017-06-06,3,F,No Weapon or Substance Used,4.0
2017-06-12,2,F,No Weapon or Substance Used,6.0
2017-07-05,1,F,Unknown,4.0
2017-07-19,4,F,Using weapons and substances with a certain degree of harm,2.0
2017-07-25,1,F,Unknown,5.0
2017-07-29,2,M,Using weapons and substances with a certain degree of harm,4.0
2017-07-31,3,M,Using weapons and substances with a certain degree of harm,2.0
2017-08-02,2,F,No Weapon or Substance Used,7.0
2017-08-28,9,F,Using weapons and substances with a certain degree of harm,1.0
2017-09-04,1,F,Unknown,3.0
2017-09-20,1,M,Unknown,1.0
2017-09-30,1,F,No Weapon or Substance Used,33.0
2017-10-04,2,M,No Weapon or Substance Used,1.0
2017-10-04,6,M,No Weapon or Substance Used,1.0
2017-10-14,6,F,No Weapon or Substance Used,4.0
2017-11-25,9,F,Using weapons and substances with a certain degree of harm,1.0
2017-12-02,1,F,No Weapon or Substance Used,24.0
2017-12-06,7,F,Using weapons and substances with a certain degree of harm,1.0
2017-12-13,8,F,No Weapon or Substance Used,1.0
2018-01-13,5,F,Using weapons and substances with a certain degree of harm,1.0
2018-01-22,3,M,Unknown,1.0
2018-01-31,3,M,Using weapons and substances with a certain degree of harm,1.0
2018-02-07,1,F,Using weapons and substances with a certain degree of harm,47.0
2018-02-08,3,M,Unknown,1.0
2018-02-11,11,F,Unknown,1.0
2018-02-17,18,F,Using weapons and substances with a certain degree of harm,1.0
2018-02-20,11,F,No Weapon or Substance Used,1.0
2018-03-01,10,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-05,6,F,Using weapons and substances with a certain degree of harm,1.0
2018-03-08,12,F,Using weapons and substances with a certain degree of harm,2.0
2018-03-18,1,M,No Weapon or Substance Used,6.0
2018-03-19,1,M,No Weapon or Substance Used,2.0
2018-03-22,2,F,Using weapons and substances with a certain degree of harm,10.0
2018-03-31,1,F,Unknown,18.0
2018-04-19,4,F,Unknown,1.0
2018-04-22,14,F,Using weapons and substances with a certain degree of harm,1.0
2018-05-08,5,F,Using weapons and substances with a certain degree of harm,1.0
2018-05-08,1,F,Unknown,22.0
2018-05-14,1,M,Unknown,10.0
2018-05-16,5,F,No Weapon or Substance Used,1.0
2018-06-04,1,M,No Weapon or Substance Used,4.0
2018-06-05,7,F,Using weapons and substances with a certain degree of harm,1.0
2018-06-17,2,M,Unknown,3.0
2018-07-07,1,F,Unknown,14.0
2018-07-10,2,M,No Weapon or Substance Used,1.0
2018-07-16,1,F,Using weapons and substances with a certain degree of harm,47.0
2018-07-19,8,F,Using weapons and substances with a certain degree of harm,1.0
2018-07-24,4,F,Unknown,1.0
2018-08-07,4,F,Unknown,1.0
2018-08-12,2,M,Unknown,2.0
2018-08-21,1,M,Using weapons and substances with a certain degree of harm,12.0
2018-08-21,3,F,Unknown,4.0
2018-08-22,3,M,Using weapons and substances with a certain degree of harm,1.0
2018-08-22,5,M,Using weapons and substances with a certain degree of harm,1.0
2018-08-29,2,M,Using weapons and substances with a certain degree of harm,3.0
2018-09-17,2,F,Unknown,4.0
2018-09-21,2,M,Unknown,1.0
2018-09-24,1,M,Using weapons and substances with a certain degree of harm,20.0
2018-09-24,3,M,Unknown,2.0
2018-09-30,6,F,Using weapons and substances with a certain degree of harm,1.0
2018-10-15,2,F,Using weapons and substances with a certain degree of harm,7.0
2018-10-20,4,F,No Weapon or Substance Used,1.0
2018-11-03,3,F,Unknown,2.0
2018-11-03,2,F,Unknown,4.0
2018-12-03,2,F,Using weapons and substances with a certain degree of harm,10.0
2018-12-21,7,M,Unknown,1.0
2019-01-12,2,F,Unknown,4.0
2019-02-20,3,F,Using weapons and substances with a certain degree of harm,4.0
2019-02-20,2,M,No Weapon or Substance Used,1.0
2019-02-27,3,F,No Weapon or Substance Used,1.0
2019-03-15,5,F,Using weapons and substances with a certain degree of harm,1.0
2019-03-28,3,M,Unknown,1.0
2019-03-29,6,F,Unknown,2.0
2019-04-05,1,F,Using weapons and substances with a certain degree of harm,49.0
2019-04-10,13,M,Unknown,1.0
2019-04-12,4,M,Unknown,1.0
2019-04-24,1,M,Unknown,9.0
2019-05-24,14,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-03,3,F,Unknown,2.0
2019-06-07,6,F,Using weapons and substances with a certain degree of harm,2.0
2019-06-09,3,M,Unknown,1.0
2019-06-11,7,F,Unknown,1.0
2019-06-14,5,F,Using weapons and substances with a certain degree of harm,1.0
2019-06-17,1,M,Unknown,9.0
2019-06-21,3,F,No Weapon or Substance Used,1.0
2019-06-29,8,M,Unknown,1.0
2019-07-06,2,M,Using weapons and substances with a certain degree of harm,3.0
2019-07-10,1,M,Unknown,10.0
2019-07-15,3,F,Using weapons and substances with a certain degree of harm,3.0
2019-07-21,4,M,Using weapons and substances with a certain degree of harm,1.0
2019-07-22,2,M,Unknown,1.0
2019-07-24,3,F,Using weapons and substances with a certain degree of harm,3.0
2019-07-28,3,M,Using weapons and substances with a certain degree of harm,1.0
2019-08-04,5,M,Using weapons and substances with a certain degree of harm,2.0
2019-08-08,6,M,Using weapons and substances with a certain degree of harm,1.0
2019-08-15,1,F,No Weapon or Substance Used,14.0
2019-08-20,2,M,Unknown,5.0
2019-09-06,3,F,Unknown,2.0
2019-09-09,1,M,No Weapon or Substance Used,1.0
2019-09-10,5,F,Unknown,3.0
2019-09-20,7,F,Using weapons and substances with a certain degree of harm,1.0
2019-09-22,1,F,Using weapons and substances with a certain degree of harm,51.0
2019-09-28,1,F,No Weapon or Substance Used,16.0
2019-10-01,2,F,No Weapon or Substance Used,4.0
2019-10-04,1,M,Unknown,14.0
2019-10-12,4,F,Using weapons and substances with a certain degree of harm,1.0
2019-10-22,13,F,Using weapons and substances with a certain degree of harm,1.0
2019-10-27,3,F,Using weapons and substances with a certain degree of harm,3.0
2019-10-27,1,F,Using weapons and substances with a certain degree of harm,45.0
2019-10-29,4,M,Unknown,1.0
2019-11-03,3,F,Unknown,3.0
2019-11-04,2,M,Using weapons and substances with a certain degree of harm,3.0
2019-11-05,9,F,Using weapons and substances with a certain degree of harm,1.0
2019-11-11,5,F,No Weapon or Substance Used,1.0
2019-11-13,12,F,Unknown,1.0
2019-11-19,1,F,Unknown,27.0
2019-12-03,2,F,Using weapons and substances with a certain degree of harm,1.0
2019-12-05,6,F,Unknown,2.0
2019-12-11,2,M,Using weapons and substances with a certain degree of harm,1.0
2019-12-14,1,M,Using weapons and substances with a certain degree of harm,11.0
2019-12-22,5,F,No Weapon or Substance Used,2.0
2019-12-30,6,F,Unknown,1.0
2020-02-01,1,F,No Weapon or Substance Used,50.0
2020-02-24,2,F,Using weapons and substances with a certain degree of harm,2.0
2020-03-10,2,F,Unknown,1.0
2020-04-10,4,M,Unknown,1.0
2020-04-16,1,F,No Weapon or Substance Used,27.0
2020-05-02,10,F,Unknown,1.0
2020-05-07,17,F,Unknown,1.0
2020-06-20,18,F,Unknown,1.0
2020-06-30,1,M,No Weapon or Substance Used,4.0
2020-07-03,1,M,Using weapons and substances with a certain degree of harm,29.0
2020-07-07,1,M,Unknown,16.0
2020-07-21,7,F,Unknown,1.0
2020-08-01,1,M,Using weapons and substances with a certain degree of harm,31.0
2020-09-11,1,M,No Weapon or Substance Used,2.0
2020-09-18,1,F,Using weapons and substances with a certain degree of harm,84.0
2020-11-16,1,F,No Weapon or Substance Used,41.0
2020-12-07,12,F,No Weapon or Substance Used,1.0
2020-12-14,1,M,Using weapons and substances with a certain degree of harm,12.0
2021-01-04,4,F,Using weapons and substances with a certain degree of harm,1.0
2021-01-21,3,M,No Weapon or Substance Used,1.0
2021-02-12,9,F,No Weapon or Substance Used,1.0
2021-02-16,1,M,No Weapon or Substance Used,19.0
2021-02-20,14,M,No Weapon or Substance Used,1.0
2021-03-16,3,M,Using weapons and substances with a certain degree of harm,1.0
2021-03-31,4,M,No Weapon or Substance Used,1.0
2021-04-09,3,F,No Weapon or Substance Used,1.0
2021-04-28,2,F,Using weapons and substances with a certain degree of harm,9.0
2021-05-10,4,F,No Weapon or Substance Used,2.0
2021-05-11,3,F,Using weapons and substances with a certain degree of harm,1.0
2021-05-14,18,F,Using weapons and substances with a certain degree of harm,1.0
2021-05-17,1,M,No Weapon or Substance Used,24.0
2021-06-01,2,F,No Weapon or Substance Used,13.0
2021-07-10,3,F,No Weapon or Substance Used,6.0
2021-07-20,4,M,No Weapon or Substance Used,1.0
2021-08-11,2,M,No Weapon or Substance Used,1.0
2021-08-16,2,M,No Weapon or Substance Used,3.0
2021-09-04,6,F,Using weapons and substances with a certain degree of harm,1.0
2021-09-09,7,F,No Weapon or Substance Used,1.0
2021-09-09,1,F,Using weapons and substances with a certain degree of harm,36.0
2021-09-15,3,F,Using weapons and substances with a certain degree of harm,3.0
2021-09-23,1,F,No Weapon or Substance Used,52.0
2021-09-28,6,F,No Weapon or Substance Used,1.0
2021-10-23,1,M,No Weapon or Substance Used,19.0
2021-10-25,5,F,Using weapons and substances with a certain degree of harm,2.0
2021-11-24,1,M,No Weapon or Substance Used,23.0
2021-12-15,1,M,No Weapon or Substance Used,11.0
2021-12-25,3,F,Using weapons and substances with a certain degree of harm,2.0
2021-12-29,12,F,No Weapon or Substance Used,1.0
2022-01-13,1,M,Using weapons and substances with a certain degree of harm,16.0
2022-01-16,3,M,Using weapons and substances with a certain degree of harm,1.0
2022-01-18,3,F,No Weapon or Substance Used,3.0
2022-01-18,3,M,Using weapons and substances with a certain degree of harm,1.0
2022-01-21,7,M,Using weapons and substances with a certain degree of harm,1.0
2022-01-22,14,M,No Weapon or Substance Used,1.0
2022-02-05,1,F,Using weapons and substances with a certain degree of harm,32.0
2022-02-06,1,M,Using weapons and substances with a certain degree of harm,28.0
2022-02-07,7,F,No Weapon or Substance Used,1.0
2022-02-09,3,F,Using weapons and substances with a certain degree of harm,1.0
2022-02-20,5,F,No Weapon or Substance Used,5.0
2022-03-03,1,M,Using weapons and substances with a certain degree of harm,19.0
2022-03-14,2,M,Using weapons and substances with a certain degree of harm,2.0
2022-03-22,9,F,No Weapon or Substance Used,2.0
2022-04-09,3,M,No Weapon or Substance Used,1.0
2022-04-11,3,M,No Weapon or Substance Used,1.0
2022-06-27,3,F,No Weapon or Substance Used,3.0
2022-06-28,2,F,Using weapons and substances with a certain degree of harm,7.0
2022-07-14,2,F,Using weapons and substances with a certain degree of harm,10.0
2022-07-21,12,F,No Weapon or Substance Used,1.0
2022-07-24,3,F,No Weapon or Substance Used,2.0
2022-08-14,1,M,No Weapon or Substance Used,23.0
2022-08-26,2,F,Using weapons and substances with a certain degree of harm,3.0
2022-09-11,2,F,No Weapon or Substance Used,16.0
2022-09-13,2,F,No Weapon or Substance Used,11.0
2022-09-22,11,F,No Weapon or Substance Used,2.0
2022-10-02,8,F,No Weapon or Substance Used,2.0
2022-10-24,10,M,No Weapon or Substance Used,1.0
2022-10-29,1,M,Using weapons and substances with a certain degree of harm,10.0
2022-10-30,1,F,No Weapon or Substance Used,71.0
2022-11-23,2,M,No Weapon or Substance Used,8.0
2022-12-08,2,M,Using weapons and substances with a certain degree of harm,1.0
2022-12-23,3,M,No Weapon or Substance Used,2.0
2023-01-09,3,F,Using weapons and substances with a certain degree of harm,3.0
2023-01-30,1,M,Using weapons and substances with a certain degree of harm,1.0
2016-06-01,1,F,No Weapon or Substance Used,28.0
2018-03-24,3,F,Using weapons and substances with a certain degree of harm,4.0
2019-10-15,2,M,Unknown,2.0
2020-11-14,3,F,Unknown,2.0
2021-07-02,4,F,Using weapons and substances with a certain degree of harm,2.0
2021-12-04,4,F,No Weapon or Substance Used,2.0
2021-12-24,10,M,No Weapon or Substance Used,1.0
2022-03-29,2,F,No Weapon or Substance Used,7.0
2022-04-18,4,M,Using weapons and substances with a certain degree of harm,2.0
2022-04-19,2,M,Using weapons and substances with a certain degree of harm,4.0
2022-08-03,18,F,No Weapon or Substance Used,1.0
2022-10-19,1,M,No Weapon or Substance Used,16.0
2022-12-10,1,F,Using weapons and substances with a certain degree of harm,16.0
2023-01-04,1,M,Using weapons and substances with a certain degree of harm,14.0
2015-01-12,1,F,No Weapon or Substance Used,8.0
2015-01-14,1,M,No Weapon or Substance Used,6.0
2015-02-04,1,F,Using weapons and substances with a certain degree of harm,34.0
2015-02-21,3,M,No Weapon or Substance Used,1.0
2015-03-15,2,F,Unknown,1.0
2015-03-30,1,F,Unknown,1.0
2015-04-09,1,M,Using weapons and substances with a certain degree of harm,22.0
2015-04-10,4,F,No Weapon or Substance Used,2.0
2015-04-29,4,F,No Weapon or Substance Used,2.0
2015-05-05,16,F,No Weapon or Substance Used,1.0
2015-05-05,7,F,No Weapon or Substance Used,1.0
2015-05-19,3,F,Using weapons and substances with a certain degree of harm,2.0
2015-05-25,4,F,Using weapons and substances with a certain degree of harm,1.0
2015-05-30,4,F,No Weapon or Substance Used,1.0
2015-06-20,3,M,Using weapons and substances with a certain degree of harm,2.0
2015-07-24,3,F,Using weapons and substances with a certain degree of harm,1.0
2015-07-27,2,F,No Weapon or Substance Used,6.0
2015-07-31,1,F,Using weapons and substances with a certain degree of harm,46.0
2015-08-02,4,F,No Weapon or Substance Used,3.0
2015-08-03,2,M,No Weapon or Substance Used,1.0
2015-08-08,2,F,Using weapons and substances with a certain degree of harm,8.0
2015-08-15,2,F,No Weapon or Substance Used,3.0
2015-08-24,4,F,Using weapons and substances with a certain degree of harm,1.0
2015-09-09,2,F,No Weapon or Substance Used,8.0
2015-10-25,2,F,No Weapon or Substance Used,7.0
2015-11-21,16,F,No Weapon or Substance Used,1.0
2015-11-23,2,F,No Weapon or Substance Used,8.0
2015-12-20,1,M,Using weapons and substances with a certain degree of harm,23.0
2015-12-22,1,M,Using weapons and substances with a certain degree of harm,11.0
2015-12-25,7,F,No Weapon or Substance Used,2.0
2015-12-26,1,F,Using weapons and substances with a certain degree of harm,46.0
2016-01-13,3,F,No Weapon or Substance Used,4.0
2016-01-17,1,M,Unknown,1.0
2016-02-14,5,F,Using weapons and substances with a certain degree of harm,3.0
2016-03-02,5,F,Using weapons and substances with a certain degree of harm,2.0
2016-03-16,1,M,Using weapons and substances with a certain degree of harm,22.0
2016-03-23,1,F,Using weapons and substances with a certain degree of harm,43.0
2016-04-01,3,M,No Weapon or Substance Used,1.0
2016-04-20,5,F,Using weapons and substances with a certain degree of harm,1.0
2016-05-01,1,F,No Weapon or Substance Used,38.0
2016-05-22,10,F,Using weapons and substances with a certain degree of harm,1.0
2016-05-30,1,F,Using weapons and substances with a certain degree of harm,61.0
2016-06-08,1,F,No Weapon or Substance Used,18.0
2016-06-14,1,M,Using weapons and substances with a certain degree of harm,10.0
2016-06-25,9,M,No Weapon or Substance Used,1.0
2016-07-06,3,M,No Weapon or Substance Used,1.0
2016-07-12,3,F,Using weapons and substances with a certain degree of harm,2.0
2016-07-13,6,F,No Weapon or Substance Used,1.0
2016-07-14,4,F,Using weapons and substances with a certain degree of harm,1.0
2016-07-22,1,M,No Weapon or Substance Used,2.0
2016-07-24,1,F,Unknown,2.0
2016-07-28,1,M,No Weapon or Substance Used,10.0
2016-08-05,8,F,No Weapon or Substance Used,1.0
2016-08-07,3,F,Using weapons and substances with a certain degree of harm,6.0
2016-08-20,3,F,Using weapons and substances with a certain degree of harm,6.0
2016-08-31,8,M,No Weapon or Substance Used,1.0
2016-09-05,1,F,Unknown,3.0
2016-09-20,14,F,No Weapon or Substance Used,1.0
2016-10-20,1,M,Unknown,1.0
2016-10-24,1,M,Using weapons and substances with a certain degree of harm,17.0
2016-11-19,3,F,No Weapon or Substance Used,2.0
2016-11-24,12,F,No Weapon or Substance Used,1.0
2016-12-30,1,M,Using weapons and substances with a certain degree of harm,12.0
2016-12-31,3,F,Using weapons and substances with a certain degree of harm,8.0
2017-01-09,3,F,Using weapons and substances with a certain degree of harm,3.0
